item_name,amount,type,date,farm_owner_id
rubber,9279.28,Investment,2023-05-05,71
harvester,2575.23,Investment,2022-01-22,99
tea,3848.24,Harvest,2022-11-23,60
poultry,3368.07,Investment,2022-03-20,17
cotton,6143.59,Harvest,2023-05-20,59
buffalo,7021.66,Investment,2023-05-14,59
rice,4737.79,Harvest,2023-12-24,36
fruit,7414.81,Harvest,2022-03-25,54
maize,4468.99,Harvest,2023-12-07,51
sprayer,9580.96,Harvest,2022-04-19,47
rice,9156.72,Investment,2023-04-01,89
plough,5785.66,Investment,2022-02-24,95
irrigation system,2755.77,Investment,2022-12-14,26
seed drill,7652.47,Harvest,2022-07-06,49
cotton,1262.15,Investment,2022-06-22,76
rice,1299.79,Harvest,2023-08-06,39
poultry,6858.08,Investment,2022-11-11,89
cotton,2793.75,Harvest,2022-01-21,100
turkey,7719.04,Investment,2022-03-24,62
seed drill,5861.37,Investment,2022-11-10,34
tea,4730.65,Harvest,2024-02-04,24
rubber,1295.23,Investment,2022-12-07,15
goats,5708.59,Investment,2022-04-02,86
fruit,6282.23,Investment,2023-07-30,93
tea,6216.09,Harvest,2023-04-30,84
sprayer,1847.05,Harvest,2022-08-16,8
maize,5619.56,Investment,2024-06-06,81
maize,6601.16,Harvest,2023-01-10,99
sheep,2287.61,Harvest,2022-10-17,12
fertilizer spreader,3358.98,Harvest,2022-08-23,35
tractor,2682.1,Investment,2022-08-04,55
cotton,8215.07,Investment,2022-11-01,42
rice,8084.78,Investment,2023-06-11,37
fish,7151.31,Harvest,2024-01-28,12
cotton,6117.45,Harvest,2023-09-21,26
cotton,6505.82,Harvest,2023-01-03,12
plough,6231.99,Harvest,2024-03-23,43
cows,5593.43,Investment,2022-11-16,30
plough,1499.63,Harvest,2022-12-02,46
poultry,6739.01,Investment,2023-02-20,74
goats,9307.75,Investment,2023-08-06,41
coffee,1304.74,Investment,2022-03-05,25
tractor,5867.19,Investment,2022-11-03,78
vegetable,7452.33,Harvest,2023-11-04,97
fruit,9102.53,Harvest,2024-03-08,6
coffee,6840.48,Investment,2023-06-29,100
duck,5362.25,Harvest,2022-10-19,32
horse,5055.49,Investment,2022-10-19,60
coffee,4992.35,Harvest,2023-07-03,36
millets,312.67,Investment,2024-03-03,98
irrigation system,2241.05,Harvest,2022-06-10,27
tea,4008.59,Harvest,2022-05-08,5
hen,5399.64,Harvest,2023-08-08,29
sprayer,7185.14,Investment,2022-11-07,6
tea,4917.46,Harvest,2022-05-19,40
sheep,6236.83,Investment,2023-06-03,20
cow,3844.98,Investment,2022-07-16,64
sheep,2496.21,Harvest,2022-03-28,96
plough,8826.93,Investment,2022-06-06,12
coconut,2558.02,Investment,2024-03-05,60
pig,439.23,Harvest,2022-12-12,48
maize,8878.74,Investment,2022-10-14,22
pig,3793.91,Harvest,2023-09-30,53
millets,9402.67,Investment,2024-01-31,59
plough,3561.33,Investment,2023-08-09,3
duck,7375.03,Harvest,2022-05-20,97
rice,473.35,Harvest,2022-03-07,52
rubber,4863.27,Harvest,2022-05-16,91
irrigation system,9559.29,Harvest,2024-01-25,21
sprayer,4560.47,Harvest,2023-01-29,93
duck,7420.87,Investment,2022-03-13,78
goats,3473.15,Investment,2023-08-08,99
tractor,9677.36,Investment,2022-12-01,94
sheep,5427.31,Investment,2023-09-27,94
harvester,1490.83,Harvest,2023-09-18,59
sprayer,9005.32,Investment,2024-03-21,36
maize,1296.89,Harvest,2022-10-05,3
seed drill,4609.0,Investment,2023-10-13,6
pig,4940.8,Harvest,2022-07-18,82
sugarcane,7470.68,Investment,2023-01-13,97
tea,325.3,Harvest,2023-04-20,26
wheat,5357.74,Investment,2024-02-06,94
buffalo,6666.73,Harvest,2023-09-07,45
cows,5501.49,Harvest,2024-03-16,34
fruit,2986.05,Harvest,2022-06-24,56
fruit,6268.51,Investment,2024-02-11,71
fruit,1792.88,Harvest,2022-07-12,30
pig,3135.93,Harvest,2023-07-23,65
rubber,3695.03,Investment,2022-10-28,49
groundnut,7495.3,Investment,2022-03-22,22
groundnut,727.62,Harvest,2024-02-20,96
cow,1615.68,Harvest,2022-11-13,59
hen,8149.9,Harvest,2023-08-24,73
duck,4655.8,Harvest,2024-02-18,2
coffee,2529.14,Investment,2023-09-27,4
millets,2627.61,Harvest,2022-03-08,58
sprayer,8677.24,Investment,2024-02-01,8
sheep,8403.65,Harvest,2023-05-03,63
coffee,5362.11,Harvest,2024-05-01,54
harvester,3008.22,Investment,2022-01-11,84
cow,9765.14,Harvest,2023-12-24,35
seed drill,2237.53,Harvest,2022-07-25,89
cotton,7898.97,Investment,2023-01-19,30
tractor,4545.86,Harvest,2024-04-06,57
cows,5088.44,Harvest,2023-12-16,21
millets,5680.66,Investment,2024-06-09,20
vegetable,7361.93,Harvest,2024-02-15,25
sugarcane,5063.87,Harvest,2023-09-12,17
cows,5723.41,Investment,2023-01-29,61
sheep,4790.1,Investment,2023-03-18,34
rice,7732.82,Investment,2023-07-16,21
sprayer,3172.35,Investment,2023-06-06,75
tractor,4721.67,Harvest,2023-01-09,7
duck,3349.56,Harvest,2023-11-09,23
wheat,3174.84,Investment,2023-03-06,33
horse,5210.17,Harvest,2024-01-04,95
rubber,4462.99,Investment,2022-11-05,61
sugarcane,4538.99,Harvest,2023-06-15,25
seed drill,7929.9,Harvest,2022-07-08,31
duck,8053.35,Harvest,2022-01-07,32
pulses,3606.42,Harvest,2023-11-03,39
hen,8453.6,Harvest,2022-08-18,57
horse,6290.27,Investment,2022-03-03,84
cows,5324.52,Investment,2023-08-28,21
irrigation system,3801.9,Harvest,2023-05-09,60
maize,9862.62,Investment,2022-09-07,64
buffalo,9272.26,Investment,2022-12-14,96
goat,8242.09,Investment,2023-07-20,10
vegetable,1769.63,Harvest,2023-08-30,19
plough,2668.06,Investment,2024-04-26,10
tractor,4055.13,Harvest,2024-02-07,56
pulses,6662.44,Harvest,2023-11-22,60
pulses,6314.62,Harvest,2023-11-30,5
fertilizer spreader,7428.69,Harvest,2022-08-29,11
cows,2206.06,Investment,2022-12-12,63
millets,2061.63,Investment,2023-01-01,91
sprayer,9098.38,Investment,2022-08-02,4
duck,8278.83,Harvest,2024-02-28,92
coffee,9043.6,Harvest,2022-09-21,52
cotton,444.47,Harvest,2023-09-03,64
cotton,5976.47,Investment,2022-01-13,53
poultry,2282.46,Investment,2023-11-25,66
cows,2783.35,Harvest,2024-02-11,72
cotton,4379.84,Harvest,2023-05-26,76
vegetable,7385.07,Harvest,2022-03-31,88
duck,5828.86,Investment,2023-03-17,71
irrigation system,3183.34,Harvest,2022-08-30,21
duck,8753.61,Harvest,2024-04-01,92
sugarcane,7870.18,Harvest,2022-11-22,25
goats,9987.09,Investment,2023-11-08,100
coffee,3509.8,Harvest,2023-10-25,36
buffalo,4081.07,Investment,2023-09-13,49
cows,7237.67,Harvest,2023-09-11,25
hen,4666.2,Investment,2022-11-21,75
duck,1202.34,Harvest,2023-12-30,15
wheat,7352.56,Investment,2022-03-30,5
plough,8451.69,Harvest,2023-12-26,65
plough,6233.52,Harvest,2023-03-19,5
plough,8597.77,Investment,2022-06-21,1
tractor,5324.68,Harvest,2023-02-19,83
coconut,3546.01,Investment,2022-07-30,80
sheep,9326.48,Investment,2023-12-25,19
horse,5269.21,Investment,2023-01-02,28
vegetable,3295.35,Harvest,2024-05-01,86
plough,1112.12,Investment,2022-06-26,38
coconut,2305.52,Investment,2022-06-22,73
cows,3979.56,Harvest,2023-07-05,43
maize,8106.74,Investment,2023-07-20,75
fish,3375.78,Investment,2023-11-23,78
buffalo,8432.61,Harvest,2023-11-12,67
goats,2050.97,Investment,2022-05-27,100
wheat,6038.43,Investment,2023-01-01,25
goat,2213.04,Investment,2022-01-11,95
tea,3722.01,Investment,2024-05-15,68
poultry,5216.76,Harvest,2022-06-28,76
millets,9617.9,Harvest,2024-04-17,60
pulses,7792.96,Investment,2023-07-24,41
wheat,6041.31,Harvest,2024-02-13,74
vegetable,8251.22,Investment,2023-06-17,40
cow,2637.29,Harvest,2024-01-16,38
pulses,1365.07,Harvest,2024-02-07,79
wheat,5465.4,Harvest,2022-11-24,16
cows,8147.62,Investment,2022-05-09,81
buffalo,4638.67,Investment,2022-08-03,45
rice,2469.18,Harvest,2022-09-14,16
maize,3465.28,Investment,2022-01-29,82
horse,6275.34,Investment,2024-02-11,21
poultry,7943.96,Investment,2024-05-22,11
vegetable,6200.76,Harvest,2024-02-18,45
groundnut,1129.36,Harvest,2022-09-06,82
millets,900.2,Investment,2022-06-26,85
pulses,6514.92,Harvest,2023-08-19,79
goat,8416.15,Harvest,2022-04-18,17
sugarcane,7225.15,Harvest,2024-02-21,86
pig,6269.42,Investment,2022-12-28,69
sugarcane,2264.34,Investment,2023-12-06,80
duck,9669.79,Investment,2024-01-09,39
harvester,9765.25,Harvest,2023-07-27,74
coconut,2202.67,Harvest,2022-07-22,58
fish,3198.94,Harvest,2022-02-02,68
fruit,6645.31,Investment,2023-07-17,63
groundnut,8550.01,Harvest,2023-12-04,11
horse,2239.74,Harvest,2022-12-27,35
turkey,280.43,Investment,2023-02-27,52
coffee,7792.54,Investment,2023-12-28,93
rice,3337.02,Investment,2024-04-26,33
seed drill,9741.6,Harvest,2023-08-12,20
fertilizer spreader,2428.47,Harvest,2023-07-31,54
fertilizer spreader,5580.1,Harvest,2022-02-25,24
maize,7847.02,Investment,2023-10-31,20
hen,9159.95,Harvest,2022-07-17,62
harvester,4174.88,Harvest,2024-01-23,100
maize,2973.71,Harvest,2023-07-03,51
wheat,9778.85,Investment,2023-06-04,31
turkey,6060.03,Harvest,2022-03-18,23
fertilizer spreader,274.3,Investment,2022-12-05,45
irrigation system,6104.19,Investment,2023-12-14,1
millets,3786.15,Harvest,2022-10-09,63
plough,7809.29,Investment,2024-03-26,2
duck,9218.14,Investment,2024-04-23,7
rice,8981.77,Harvest,2024-05-29,29
wheat,7975.65,Harvest,2023-11-19,53
sprayer,2815.45,Investment,2022-08-05,58
fruit,4807.82,Investment,2022-09-19,16
seed drill,5482.2,Harvest,2023-05-11,91
sugarcane,4788.54,Investment,2023-02-10,7
rubber,9015.5,Harvest,2023-02-09,36
pig,6874.76,Investment,2024-06-08,5
sheep,3004.85,Harvest,2023-08-08,66
duck,8321.97,Investment,2022-09-16,77
coffee,1713.69,Harvest,2022-10-19,48
groundnut,9542.82,Investment,2024-03-18,81
coconut,6233.16,Investment,2023-09-29,48
poultry,5622.17,Harvest,2022-07-21,64
seed drill,2724.33,Investment,2023-06-09,5
cow,2883.76,Investment,2022-08-16,69
goats,1877.81,Harvest,2024-01-24,61
tea,8344.87,Investment,2023-02-11,74
maize,8770.46,Investment,2024-02-16,56
goats,7102.6,Investment,2023-12-19,40
groundnut,4037.38,Harvest,2022-11-21,55
fish,1520.83,Harvest,2022-06-09,51
buffalo,537.92,Harvest,2022-01-07,7
tractor,534.0,Harvest,2022-07-30,40
fish,5797.7,Harvest,2023-12-23,36
pulses,4789.79,Harvest,2022-06-05,14
coconut,8138.1,Investment,2022-09-22,88
cows,2244.04,Investment,2022-06-02,85
fertilizer spreader,6360.56,Investment,2022-04-26,56
seed drill,3895.02,Harvest,2022-02-23,4
pulses,5548.43,Investment,2024-02-08,22
cotton,1476.42,Harvest,2023-02-04,44
groundnut,6793.8,Harvest,2023-06-27,13
plough,2441.06,Investment,2023-08-11,21
seed drill,1694.29,Harvest,2023-01-05,71
fish,8895.97,Investment,2024-04-16,62
tractor,5774.9,Investment,2024-04-22,32
seed drill,9979.41,Harvest,2022-09-17,53
irrigation system,4072.96,Investment,2023-02-28,41
maize,1383.81,Harvest,2022-11-13,23
pulses,2477.02,Harvest,2023-06-20,68
coconut,9553.35,Harvest,2022-06-10,42
rubber,8537.97,Investment,2023-03-01,12
horse,196.28,Investment,2023-05-02,7
coffee,2584.55,Investment,2023-05-29,95
fertilizer spreader,4601.87,Harvest,2023-04-10,56
coconut,558.45,Investment,2024-02-21,73
horse,1888.95,Investment,2024-02-09,30
millets,732.93,Investment,2023-03-30,55
wheat,7087.17,Investment,2022-01-03,40
goat,8867.21,Investment,2023-05-14,13
tractor,8223.86,Investment,2023-01-28,43
fertilizer spreader,5286.7,Investment,2024-05-23,25
hen,1634.38,Harvest,2024-04-28,28
pig,9750.73,Harvest,2023-06-28,47
buffalo,9156.53,Investment,2024-05-22,7
rice,9365.31,Harvest,2022-02-16,76
vegetable,3064.51,Harvest,2024-01-05,66
poultry,944.22,Harvest,2024-02-08,45
cows,4332.25,Harvest,2023-09-18,26
fertilizer spreader,9712.78,Harvest,2023-06-16,79
seed drill,464.98,Harvest,2023-09-18,60
irrigation system,1866.94,Harvest,2022-11-23,84
coconut,4574.26,Investment,2023-05-18,95
cows,4175.68,Harvest,2022-01-18,29
fertilizer spreader,6778.38,Harvest,2024-03-15,24
vegetable,5055.46,Investment,2022-01-03,54
rubber,1093.03,Investment,2023-02-06,19
wheat,9361.79,Harvest,2024-03-22,17
sugarcane,9866.99,Investment,2023-04-08,54
sheep,504.9,Harvest,2023-07-10,30
irrigation system,2245.11,Harvest,2024-05-26,38
irrigation system,4406.72,Harvest,2023-09-16,60
turkey,3197.42,Harvest,2024-05-30,76
groundnut,2185.21,Investment,2023-08-10,57
plough,7374.85,Harvest,2022-08-04,69
coffee,5118.55,Investment,2022-03-20,56
sheep,8162.74,Investment,2023-09-14,47
wheat,1276.77,Harvest,2024-02-18,26
poultry,2092.58,Investment,2024-06-13,95
millets,1367.63,Investment,2022-04-26,3
coconut,6106.22,Investment,2023-03-23,13
tea,4529.19,Investment,2024-04-04,82
tractor,6227.27,Harvest,2022-01-20,54
harvester,9317.27,Investment,2022-04-10,85
coconut,5022.94,Investment,2022-07-05,15
sugarcane,3255.12,Investment,2022-03-24,99
groundnut,5133.96,Harvest,2023-08-12,12
coconut,6849.18,Investment,2022-11-07,22
tea,5463.68,Investment,2022-09-23,65
duck,4240.88,Harvest,2022-07-05,87
maize,4236.78,Investment,2022-08-16,15
seed drill,3065.11,Harvest,2022-04-01,68
vegetable,3325.53,Harvest,2023-01-10,35
cotton,4157.0,Investment,2023-08-24,5
sprayer,5103.32,Investment,2023-04-05,88
millets,9345.67,Harvest,2022-08-19,36
goats,5333.88,Harvest,2023-10-04,41
coffee,7132.47,Harvest,2023-02-24,37
horse,8841.19,Harvest,2024-05-30,50
wheat,2087.17,Investment,2023-02-05,93
coconut,6058.48,Harvest,2023-04-05,11
turkey,6613.29,Investment,2022-08-12,29
sheep,2098.96,Investment,2022-09-15,51
wheat,7866.68,Harvest,2023-12-12,9
buffalo,6544.86,Investment,2022-02-12,30
goats,3223.34,Investment,2023-09-14,28
goats,4122.47,Investment,2023-06-25,42
maize,1552.56,Investment,2023-07-21,60
cow,3232.01,Harvest,2023-09-09,57
hen,3684.55,Investment,2023-07-08,59
cows,8040.53,Harvest,2024-01-16,21
vegetable,2538.83,Harvest,2023-04-05,67
seed drill,3028.64,Investment,2022-02-06,81
cow,7082.4,Harvest,2023-05-24,86
irrigation system,7319.54,Investment,2022-02-21,6
rice,2493.69,Investment,2022-10-11,40
sprayer,1208.19,Harvest,2022-06-01,14
seed drill,2290.82,Investment,2022-09-01,60
tea,5041.3,Harvest,2023-06-28,90
sprayer,9565.37,Investment,2023-02-24,71
tractor,8635.2,Investment,2024-04-03,19
goats,5088.3,Investment,2023-11-13,84
fruit,2059.75,Harvest,2022-01-29,78
millets,7553.88,Investment,2022-01-16,62
cow,6256.8,Harvest,2022-05-11,31
sprayer,4693.28,Investment,2023-05-17,37
wheat,3434.7,Investment,2022-05-10,81
maize,2290.47,Investment,2022-03-16,27
goat,4608.95,Investment,2022-06-26,63
coffee,7816.86,Harvest,2023-01-25,60
poultry,2095.35,Investment,2022-02-28,77
groundnut,3506.87,Investment,2022-06-07,70
cotton,2140.33,Investment,2024-03-31,50
pulses,6526.87,Harvest,2022-07-29,6
plough,8432.17,Investment,2022-04-16,7
poultry,4280.9,Investment,2023-04-15,56
seed drill,5099.16,Harvest,2023-02-27,30
irrigation system,944.6,Harvest,2023-08-24,59
pulses,496.86,Investment,2023-11-25,33
vegetable,8457.37,Harvest,2023-08-26,73
harvester,4106.59,Investment,2023-01-06,50
goats,9141.62,Harvest,2024-04-01,30
tractor,9497.63,Investment,2023-09-06,8
goats,2515.05,Harvest,2023-07-06,89
seed drill,3628.77,Investment,2023-11-25,98
coconut,490.55,Harvest,2023-08-23,14
vegetable,7001.01,Investment,2023-12-23,88
goats,8804.35,Investment,2023-10-22,25
buffalo,6312.78,Investment,2023-03-05,59
rubber,9072.83,Harvest,2024-05-07,7
tea,1388.64,Harvest,2022-04-15,66
horse,9391.33,Investment,2023-03-22,21
turkey,5605.77,Investment,2022-03-08,88
sheep,8192.6,Investment,2022-04-15,48
irrigation system,9493.73,Investment,2024-05-17,35
cotton,8616.94,Investment,2022-01-20,8
cows,1092.24,Harvest,2023-02-06,98
plough,9529.65,Harvest,2023-04-05,37
wheat,7407.05,Harvest,2022-11-12,56
wheat,8015.81,Harvest,2024-05-12,18
rice,6247.43,Harvest,2023-12-01,29
fertilizer spreader,6203.12,Harvest,2023-12-07,53
vegetable,5871.38,Investment,2022-11-26,17
sugarcane,6762.56,Investment,2022-08-19,96
pulses,9519.62,Harvest,2023-11-12,86
fruit,3406.56,Investment,2022-08-05,74
groundnut,1073.62,Harvest,2022-05-31,1
coffee,3864.73,Harvest,2023-04-26,85
duck,6417.39,Investment,2023-03-28,46
pig,5005.86,Investment,2022-11-02,61
pulses,9198.27,Harvest,2024-03-18,15
fruit,4176.58,Harvest,2022-01-06,8
duck,6485.66,Investment,2023-04-06,38
tea,291.73,Harvest,2022-11-02,9
harvester,2391.17,Harvest,2024-05-10,21
cotton,8622.17,Harvest,2024-04-10,73
cow,5798.18,Investment,2022-10-20,44
irrigation system,877.48,Harvest,2024-05-07,69
vegetable,7935.13,Investment,2023-01-08,57
poultry,4967.96,Harvest,2022-07-29,71
vegetable,5293.2,Harvest,2023-08-25,95
horse,170.41,Investment,2024-03-17,62
goats,2117.17,Harvest,2023-10-01,41
cows,8670.89,Harvest,2024-03-07,37
cotton,801.18,Investment,2022-03-28,62
coconut,2287.41,Harvest,2023-10-16,48
harvester,6881.81,Investment,2023-11-20,84
duck,5784.1,Harvest,2022-02-08,15
wheat,6410.95,Harvest,2024-05-23,17
seed drill,9887.24,Investment,2023-04-24,66
sheep,8838.11,Investment,2022-12-20,81
pig,7170.77,Investment,2022-05-17,59
poultry,8879.24,Investment,2022-05-15,55
sugarcane,3738.25,Investment,2022-03-23,71
buffalo,8267.41,Harvest,2022-12-08,68
rice,905.24,Investment,2022-11-17,23
plough,9775.14,Harvest,2023-11-25,27
tea,9771.94,Investment,2024-02-12,66
buffalo,8881.09,Harvest,2024-01-19,93
maize,1425.89,Harvest,2023-07-06,49
goat,3433.61,Investment,2023-09-07,14
sugarcane,5036.9,Harvest,2024-05-01,44
tractor,2127.8,Investment,2023-08-22,60
millets,8680.97,Harvest,2022-12-30,93
sheep,7352.84,Harvest,2023-07-16,5
goat,8450.11,Investment,2024-06-09,61
fish,9249.9,Harvest,2022-06-07,84
pulses,2994.81,Investment,2022-03-14,97
millets,879.66,Investment,2024-03-04,40
groundnut,5153.7,Harvest,2024-01-18,59
fish,2702.13,Harvest,2024-05-10,15
pulses,7354.3,Harvest,2023-04-09,40
sugarcane,709.83,Harvest,2023-06-03,41
cotton,5780.5,Investment,2024-06-06,100
goats,8654.68,Investment,2022-11-30,22
coffee,4039.23,Harvest,2022-10-15,21
coffee,2567.87,Harvest,2023-03-13,11
duck,2564.15,Investment,2022-12-27,25
tractor,4941.28,Investment,2024-03-24,35
pig,6326.17,Harvest,2022-11-17,41
fertilizer spreader,3778.72,Harvest,2022-09-11,9
coconut,157.23,Investment,2023-07-17,67
fish,5685.67,Harvest,2023-04-01,97
maize,9651.1,Investment,2023-04-06,83
cow,2692.84,Investment,2024-04-11,29
cows,2160.22,Investment,2022-05-29,24
cow,1779.59,Investment,2023-09-09,44
horse,7973.96,Investment,2024-05-13,35
horse,1948.53,Harvest,2023-03-05,85
harvester,5847.16,Investment,2022-11-24,50
pig,2943.79,Investment,2024-02-05,32
buffalo,525.42,Harvest,2022-06-07,95
millets,6501.98,Harvest,2022-10-01,38
sprayer,8145.98,Harvest,2023-01-28,12
irrigation system,2511.88,Harvest,2024-02-08,89
duck,8955.24,Investment,2022-04-11,62
duck,7778.93,Harvest,2024-02-20,47
pulses,8569.2,Harvest,2023-10-24,48
poultry,1860.28,Investment,2023-04-10,4
cotton,1542.3,Harvest,2023-10-30,45
millets,8254.35,Harvest,2022-12-10,94
goat,7914.41,Investment,2024-01-01,40
millets,5278.08,Investment,2023-11-11,79
pig,8840.96,Investment,2023-01-14,73
cows,3884.23,Investment,2023-12-27,43
tractor,4725.06,Harvest,2022-05-19,42
plough,8308.72,Harvest,2023-05-13,53
pulses,4513.49,Investment,2022-11-27,88
irrigation system,7917.81,Investment,2022-12-29,85
buffalo,3014.13,Investment,2024-04-16,79
buffalo,5372.33,Harvest,2023-11-07,99
cow,375.28,Investment,2022-07-11,73
pulses,5057.27,Harvest,2024-06-10,13
coffee,8032.8,Investment,2023-09-17,29
horse,2477.61,Investment,2022-02-15,66
fertilizer spreader,6473.3,Harvest,2023-12-20,16
goat,6776.64,Investment,2022-09-04,5
horse,4642.29,Investment,2023-12-08,46
sheep,3456.04,Harvest,2023-12-09,20
harvester,1520.84,Investment,2022-06-16,89
cow,2533.45,Harvest,2022-08-08,45
rubber,6127.02,Investment,2022-02-26,93
irrigation system,4563.19,Harvest,2024-02-01,1
groundnut,103.59,Harvest,2023-02-17,56
maize,3937.58,Investment,2022-01-24,82
coconut,9204.67,Investment,2024-06-04,77
coffee,6910.19,Investment,2023-05-02,61
wheat,6193.52,Harvest,2024-02-10,11
goat,2823.19,Harvest,2023-10-03,53
harvester,1564.4,Harvest,2022-01-21,70
rubber,7764.68,Investment,2022-11-24,55
wheat,5539.54,Investment,2022-08-19,53
seed drill,5447.07,Harvest,2023-01-06,34
poultry,255.39,Harvest,2023-04-02,73
coconut,9157.21,Harvest,2022-01-18,62
duck,8753.22,Harvest,2024-05-12,52
pig,7798.2,Investment,2022-09-21,55
millets,5020.86,Investment,2023-04-21,88
buffalo,5894.07,Investment,2024-02-05,45
cows,2479.65,Investment,2022-12-06,46
horse,6430.52,Investment,2022-03-20,50
cow,249.66,Investment,2024-02-19,51
fertilizer spreader,3033.43,Harvest,2022-06-01,3
irrigation system,3368.48,Harvest,2022-06-23,82
pig,5851.9,Harvest,2023-08-01,83
coconut,2721.92,Investment,2023-12-08,94
tractor,3630.66,Investment,2022-02-26,88
goats,3535.37,Investment,2022-04-17,80
goat,4994.42,Harvest,2022-05-28,19
tractor,7540.7,Harvest,2022-04-09,88
coconut,5856.15,Harvest,2023-10-12,5
pulses,8506.82,Investment,2023-08-12,52
fish,3533.85,Investment,2023-12-25,2
fruit,2288.25,Investment,2022-04-04,88
poultry,7518.89,Investment,2023-09-17,30
cotton,8170.96,Investment,2023-03-29,44
fertilizer spreader,2528.24,Harvest,2024-04-14,42
millets,8974.86,Harvest,2022-10-04,3
pig,7738.43,Investment,2023-03-18,39
irrigation system,9361.12,Investment,2023-01-09,47
fruit,8850.75,Harvest,2022-11-29,27
coconut,8142.3,Harvest,2023-07-20,63
pig,584.95,Investment,2023-06-14,63
poultry,4653.29,Investment,2023-06-13,80
fruit,3324.79,Investment,2022-07-10,76
seed drill,8504.0,Harvest,2023-11-02,28
fish,641.51,Harvest,2022-05-22,36
horse,2802.75,Investment,2024-03-09,82
goat,7084.07,Harvest,2024-03-22,54
goat,6845.57,Investment,2024-03-02,78
wheat,4100.91,Investment,2024-02-24,35
hen,9742.03,Harvest,2023-09-21,52
harvester,7313.67,Investment,2024-02-02,60
vegetable,7997.63,Harvest,2022-05-05,43
duck,4153.4,Harvest,2022-08-07,1
poultry,3939.61,Harvest,2023-04-05,71
fruit,7033.11,Harvest,2022-09-15,10
pig,7634.17,Investment,2024-03-02,88
cotton,4384.99,Harvest,2024-03-14,54
cotton,8979.14,Harvest,2024-06-12,39
pulses,965.13,Investment,2023-01-08,95
seed drill,1491.85,Investment,2023-10-25,23
turkey,7429.42,Harvest,2022-11-13,78
fish,8587.2,Harvest,2023-12-11,57
rubber,1843.39,Harvest,2022-12-15,26
horse,1600.37,Harvest,2023-07-16,84
fruit,909.2,Investment,2022-02-08,35
fruit,4942.43,Investment,2022-04-06,72
duck,6888.94,Investment,2022-12-04,90
duck,9187.06,Harvest,2024-04-19,4
irrigation system,8715.56,Harvest,2022-01-27,68
maize,5922.02,Harvest,2023-06-06,70
harvester,6773.78,Investment,2022-12-29,13
coconut,9794.61,Harvest,2023-03-01,49
pig,4696.84,Harvest,2022-12-30,74
plough,1313.16,Harvest,2023-08-06,68
coconut,8253.26,Investment,2022-11-08,32
sheep,2186.93,Investment,2023-07-11,68
millets,6871.51,Harvest,2022-01-31,95
poultry,4537.3,Investment,2023-07-05,94
fish,2518.84,Harvest,2023-10-06,8
fruit,4263.3,Investment,2024-06-02,65
goats,6902.64,Harvest,2023-04-28,85
plough,5390.53,Harvest,2023-01-07,12
wheat,5882.79,Harvest,2023-07-14,58
horse,750.94,Harvest,2022-01-14,11
pulses,8628.66,Investment,2023-06-05,13
maize,5992.14,Harvest,2023-10-26,91
fish,7878.97,Investment,2023-09-04,35
sprayer,5528.33,Harvest,2023-12-29,74
groundnut,5247.67,Harvest,2023-02-27,87
maize,8479.93,Harvest,2023-11-26,44
vegetable,859.57,Harvest,2022-03-29,71
fruit,2255.4,Investment,2022-09-19,77
sheep,9331.58,Harvest,2022-03-01,97
goat,6526.11,Investment,2022-02-22,65
wheat,3169.86,Investment,2023-11-26,33
turkey,6935.34,Investment,2023-07-26,33
cow,1619.73,Investment,2024-05-08,61
goat,4556.44,Harvest,2022-07-10,31
harvester,6896.06,Harvest,2024-02-29,67
millets,3176.43,Harvest,2023-06-19,7
tractor,7846.63,Harvest,2024-05-11,64
groundnut,2422.57,Investment,2023-06-01,37
maize,9932.81,Harvest,2022-10-09,97
groundnut,3773.84,Investment,2024-01-17,39
pulses,1153.6,Harvest,2023-08-01,44
rice,3047.33,Investment,2024-05-25,14
maize,8633.24,Harvest,2024-05-12,89
tractor,9991.81,Investment,2023-09-27,92
horse,2486.41,Harvest,2023-05-01,64
coffee,5234.72,Harvest,2022-07-30,70
cow,9963.46,Harvest,2024-05-02,50
vegetable,4525.36,Investment,2023-04-19,3
plough,1330.72,Harvest,2022-03-19,45
wheat,3365.61,Investment,2023-01-20,22
coffee,574.44,Harvest,2022-05-02,73
cotton,9085.78,Investment,2023-04-11,47
tractor,2169.29,Investment,2024-02-12,38
seed drill,101.56,Investment,2024-06-12,53
wheat,5002.5,Investment,2022-01-09,79
harvester,2635.25,Harvest,2022-06-04,70
fruit,4442.61,Investment,2022-02-02,10
fertilizer spreader,5358.62,Investment,2023-02-16,23
pulses,7406.95,Investment,2023-04-15,93
irrigation system,6042.65,Harvest,2023-08-02,77
groundnut,8195.12,Harvest,2022-08-14,65
irrigation system,1709.54,Harvest,2023-01-24,85
vegetable,424.63,Harvest,2022-07-15,98
tea,3039.7,Investment,2023-08-03,37
plough,6855.41,Investment,2023-10-19,39
fruit,2104.05,Investment,2024-01-24,63
fish,6563.8,Harvest,2022-01-10,40
hen,5927.93,Investment,2023-04-26,17
sheep,7999.94,Investment,2023-11-02,93
maize,6252.55,Harvest,2023-12-12,88
rice,4856.41,Investment,2022-06-11,11
tea,2115.46,Investment,2022-10-12,76
horse,343.95,Investment,2024-04-13,89
fish,7084.25,Investment,2023-06-15,81
hen,7091.89,Investment,2022-03-04,24
millets,9287.12,Investment,2023-10-25,11
wheat,9073.42,Harvest,2022-07-22,95
